poll_time,scheduled,expected,state,destination,journey_state,journey_id
2026-09-23T15:18:35+02:00,2026-09-23T15:30:00,2026-09-23T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300018
2026-09-23T15:18:35+02:00,2026-09-23T15:45:00,2026-09-23T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300019
2026-09-23T15:18:35+02:00,2026-09-23T16:00:00,2026-09-23T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300020
2026-09-23T15:31:20+02:00,2026-09-23T15:30:00,2026-09-23T15:30:48,ATSTOP,Häggvik (Mossvägen),NORMALPROGRESS,2026092300018
2026-09-23T15:31:20+02:00,2026-09-23T15:45:00,2026-09-23T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300019
2026-09-23T15:31:20+02:00,2026-09-23T16:00:00,2026-09-23T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300020
2026-09-23T15:31:52+02:00,2026-09-23T15:45:00,2026-09-23T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300019
2026-09-23T15:31:52+02:00,2026-09-23T16:00:00,2026-09-23T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300020
2026-09-23T15:31:52+02:00,2026-09-23T16:15:00,2026-09-23T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300021
2026-09-23T15:32:23+02:00,2026-09-23T15:45:00,2026-09-23T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300019
2026-09-23T15:32:23+02:00,2026-09-23T16:00:00,2026-09-23T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300020
2026-09-23T15:32:23+02:00,2026-09-23T16:15:00,2026-09-23T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300021
2026-09-23T15:32:54+02:00,2026-09-23T15:45:00,2026-09-23T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300019
2026-09-23T15:32:54+02:00,2026-09-23T16:00:00,2026-09-23T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300020
2026-09-23T15:32:54+02:00,2026-09-23T16:15:00,2026-09-23T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300021
2026-09-23T15:33:25+02:00,2026-09-23T15:45:00,2026-09-23T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300019
2026-09-23T15:33:25+02:00,2026-09-23T16:00:00,2026-09-23T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300020
2026-09-23T15:33:25+02:00,2026-09-23T16:15:00,2026-09-23T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300021
2026-09-23T15:33:57+02:00,2026-09-23T15:45:00,2026-09-23T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300019
2026-09-23T15:33:57+02:00,2026-09-23T16:00:00,2026-09-23T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300020
2026-09-23T15:33:57+02:00,2026-09-23T16:15:00,2026-09-23T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300021
2026-09-23T15:34:28+02:00,2026-09-23T15:45:00,2026-09-23T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026092300019
