poll_time,scheduled,expected,state,destination,journey_state,journey_id
2026-09-18T15:24:02+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:24:02+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:24:02+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:24:34+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:24:34+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:24:34+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:25:04+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:25:04+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:25:04+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:25:36+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:25:36+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:25:36+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:26:07+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:26:07+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:26:07+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:26:38+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:26:38+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:26:38+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:27:09+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:27:09+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:27:09+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:27:40+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:27:40+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:27:40+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:28:11+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:28:11+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:28:11+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:28:42+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:28:42+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:28:42+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
2026-09-18T15:29:13+02:00,2026-09-18T15:30:00,2026-09-18T15:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800018
2026-09-18T15:29:13+02:00,2026-09-18T15:45:00,2026-09-18T15:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800019
2026-09-18T15:29:13+02:00,2026-09-18T16:00:00,2026-09-18T16:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026091800020
