poll_time,scheduled,expected,state,destination,journey_state,journey_id
2026-09-07T16:05:44+02:00,2026-09-07T16:15:00,2026-09-07T16:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700021
2026-09-07T16:05:44+02:00,2026-09-07T16:25:00,2026-09-07T16:25:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700022
2026-09-07T16:05:44+02:00,2026-09-07T16:35:00,2026-09-07T16:35:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700023
2026-09-07T16:25:04+02:00,2026-09-07T16:25:00,2026-09-07T16:25:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700022
2026-09-07T16:25:04+02:00,2026-09-07T16:35:00,2026-09-07T16:35:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700023
2026-09-07T16:25:04+02:00,2026-09-07T16:45:00,2026-09-07T16:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700024
2026-09-07T16:42:56+02:00,2026-09-07T16:45:00,2026-09-07T16:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700024
2026-09-07T16:42:56+02:00,2026-09-07T16:55:00,2026-09-07T16:55:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700025
2026-09-07T16:42:56+02:00,2026-09-07T17:05:00,2026-09-07T17:05:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700026
2026-09-07T16:57:44+02:00,2026-09-07T17:05:00,2026-09-07T17:05:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700026
2026-09-07T16:57:44+02:00,2026-09-07T17:15:00,2026-09-07T17:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700027
2026-09-07T16:57:44+02:00,2026-09-07T17:30:00,2026-09-07T17:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700028
2026-09-07T17:17:53+02:00,2026-09-07T17:30:00,2026-09-07T17:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700028
2026-09-07T17:17:53+02:00,2026-09-07T17:45:00,2026-09-07T17:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700029
2026-09-07T17:17:53+02:00,2026-09-07T18:00:00,2026-09-07T18:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700030
2026-09-07T17:34:38+02:00,2026-09-07T17:45:00,2026-09-07T17:45:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700029
2026-09-07T17:34:38+02:00,2026-09-07T18:00:00,2026-09-07T18:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700030
2026-09-07T17:34:38+02:00,2026-09-07T18:15:00,2026-09-07T18:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700031
2026-09-07T17:50:35+02:00,2026-09-07T18:00:00,2026-09-07T18:00:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700030
2026-09-07T17:50:35+02:00,2026-09-07T18:15:00,2026-09-07T18:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700031
2026-09-07T17:50:35+02:00,2026-09-07T18:30:00,2026-09-07T18:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700032
2026-09-07T18:03:46+02:00,2026-09-07T18:15:00,2026-09-07T18:15:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700031
2026-09-07T18:03:46+02:00,2026-09-07T18:30:00,2026-09-07T18:30:00,EXPECTED,Häggvik (Mossvägen),EXPECTED,2026090700032
